date,store_nbr,customers
02-11-2015,46,3624
14-01-2016,43,1173
21-05-2016,53,1887
05-08-2015,48,2833
21-08-2014,48,2770
11-01-2015,53,1043
31-01-2017,28,1464
26-07-2014,14,1742
02-01-2013,40,1178
06-06-2015,15,1393
14-11-2015,26,560
02-02-2015,16,990
22-04-2014,34,2488
27-10-2013,17,1334
11-01-2014,47,4897
30-12-2014,41,1723
05-05-2017,21,924
01-09-2016,51,1584
24-05-2014,27,1853
26-02-2013,46,2652
18-07-2015,7,1655
23-08-2015,39,1213
22-07-2017,53,1308
11-05-2013,46,5697
05-12-2015,1,1294
14-10-2016,46,2794
13-10-2016,50,1833
18-02-2015,20,2184
04-10-2013,11,2458
07-09-2014,36,1189
26-02-2015,19,1109
23-07-2017,46,4344
08-06-2015,5,1570
28-09-2014,8,3030
27-02-2015,14,1207
23-11-2014,6,2294
21-05-2015,47,3117
18-02-2017,51,1783
09-07-2014,41,922
10-01-2016,21,1513
06-06-2015,27,1849
14-11-2013,45,2701
02-05-2017,51,1454
05-10-2016,22,732
19-03-2014,38,1508
06-03-2013,24,2587
18-12-2015,50,2932
03-06-2016,32,560
16-03-2017,42,1007
12-12-2015,11,2602
05-06-2016,22,740
29-01-2015,9,1841
11-10-2014,44,5169
28-06-2017,32,513
17-05-2013,46,3125
10-01-2014,13,806
07-11-2016,5,1412
05-01-2015,4,1516
05-07-2016,10,922
20-04-2016,53,1587
17-04-2015,44,4191
25-08-2014,24,2116
12-10-2016,19,1036
01-07-2015,27,1568
04-01-2015,38,2557
17-07-2017,35,649
27-06-2013,28,865
31-01-2015,47,4641
27-05-2016,18,981
10-05-2016,32,628
09-07-2015,27,1235
17-11-2016,33,830
01-09-2015,33,1197
26-04-2016,47,3020
30-12-2015,30,896
03-06-2015,40,1395
28-10-2016,35,533
12-11-2014,28,974
08-10-2015,12,1140
19-12-2014,2,2547
10-03-2016,13,784
15-03-2016,7,1691
05-11-2015,25,635
06-12-2016,21,1111
31-01-2014,6,1770
09-12-2015,36,1064
10-10-2014,24,1759
18-03-2016,44,4274
15-02-2014,32,765
01-09-2014,35,454
30-01-2017,9,1776
27-10-2013,33,1239
11-08-2015,23,1066
17-01-2015,49,3703
13-09-2013,54,727
04-12-2014,44,4413
24-10-2016,23,918
12-07-2017,25,817
22-01-2017,34,2126
06-05-2014,34,2392
20-11-2016,34,2054
01-08-2014,40,1366
20-04-2015,46,3408
11-08-2016,20,1270
01-06-2017,2,1802
30-12-2013,37,1867
27-11-2013,25,690
20-06-2016,5,1256
10-12-2014,19,1213
08-07-2017,5,1278
04-01-2017,17,1381
30-01-2014,24,2093
05-01-2013,43,1205
04-03-2013,31,1336
29-11-2014,39,1710
25-03-2013,11,2180
04-06-2017,33,1130
31-05-2015,38,2624
14-07-2014,2,1913
14-12-2014,53,1031
24-05-2013,47,3893
13-06-2015,47,4383
02-08-2013,45,3491
04-11-2015,19,1441
02-02-2015,46,3562
14-07-2016,8,2419
01-03-2016,32,996
11-12-2015,46,3298
22-07-2017,15,1255
17-08-2013,5,1610
20-10-2016,14,1219
02-08-2016,13,926
29-09-2014,18,1539
18-08-2014,54,930
11-08-2014,1,1824
09-02-2017,27,1459
09-03-2017,35,738
22-03-2013,32,647
26-12-2016,15,1278
27-03-2015,28,1006
23-01-2017,54,858
05-01-2014,37,1395
21-10-2015,29,905
29-01-2017,21,1363
30-09-2014,25,703
03-04-2015,11,2738
21-03-2016,48,2439
13-04-2017,45,3875
02-02-2017,35,754
27-05-2017,32,671
17-11-2013,11,2752
15-05-2017,11,2176
22-09-2016,20,1230
20-12-2014,27,1799
27-06-2015,1,1301
25-06-2014,13,906
22-07-2015,26,509
18-08-2015,45,3345
19-08-2013,16,1057
19-10-2013,27,1596
06-01-2017,24,2499
27-06-2017,27,1387
08-02-2016,12,1206
14-05-2014,14,1400
01-12-2015,40,1533
20-09-2014,27,1643
02-11-2014,14,918
03-12-2015,15,1372
06-11-2013,51,1656
28-08-2014,27,1181
07-11-2015,21,1223
19-01-2017,48,2163
19-01-2013,2,2043
24-10-2013,26,581
09-02-2013,7,1523
10-10-2015,12,1344
26-09-2014,50,2379
27-12-2016,50,2878
25-07-2013,7,1626
13-11-2015,15,1253
19-08-2015,4,1485
26-09-2014,13,795
12-09-2014,1,1793
04-02-2016,45,3313
11-08-2013,18,1160
13-07-2013,39,1693
27-11-2013,51,1771
16-02-2017,20,1339
22-12-2013,46,7008
14-07-2016,53,1161
06-06-2015,43,1427
10-11-2015,51,1382
20-07-2013,49,2400
06-05-2017,35,671
09-11-2015,46,2981
26-09-2013,54,661
18-06-2013,31,1268
05-08-2015,43,1267
07-03-2014,40,1240
24-01-2015,26,660
15-07-2016,4,1421
11-04-2015,39,1556
07-08-2016,23,837
17-07-2016,36,1228
22-05-2016,54,1200
23-02-2013,39,1642
30-10-2013,38,1581
11-01-2017,26,520
28-12-2016,35,709
07-04-2017,38,1432
09-01-2016,6,2331
08-06-2013,39,1636
13-05-2014,26,516
02-01-2015,48,4474
13-11-2015,20,1150
06-11-2016,39,1468
31-10-2015,29,1086
28-03-2013,17,1353
25-11-2016,27,1403
08-03-2016,12,1163
25-02-2016,40,1329
22-12-2016,4,2385
17-08-2015,11,2395
02-07-2016,19,1698
12-02-2017,29,1414
20-02-2016,27,1642
12-07-2017,20,1330
27-03-2015,41,989
19-09-2013,27,1027
09-03-2013,6,2076
29-08-2016,48,2328
14-12-2014,38,2827
19-07-2015,25,814
21-11-2013,26,533
13-04-2015,31,1238
11-10-2014,32,622
25-03-2013,39,1243
07-01-2013,14,1671
21-07-2013,37,1105
18-12-2014,47,4963
23-08-2015,40,1358
31-10-2015,11,2685
23-02-2013,23,1216
09-07-2017,9,2062
04-06-2013,18,1506
22-07-2017,18,1212
28-10-2016,24,2316
19-06-2014,40,1177
23-12-2016,47,7286
02-02-2014,7,1481
25-08-2015,2,1741
20-07-2016,40,1305
19-01-2015,17,1314
05-06-2013,26,766
11-07-2016,1,1712
08-08-2015,4,1485
01-05-2014,46,5096
31-07-2014,12,1146
20-05-2014,50,2209
09-03-2014,51,1801
20-03-2017,51,1520
05-05-2017,26,512
12-01-2015,50,2451
19-04-2016,34,2313
06-06-2017,49,2641
24-10-2014,28,971
30-07-2015,9,1773
20-07-2014,10,906
28-09-2016,8,2628
13-02-2013,12,1182
03-11-2016,47,4127
13-08-2015,47,3497
13-10-2016,39,1226
28-04-2016,5,1072
27-05-2015,37,1708
08-08-2015,51,1853
04-12-2015,35,614
25-03-2016,11,2060
06-01-2013,17,1383
29-04-2014,4,1361
02-01-2017,24,1808
24-07-2016,44,4549
20-11-2013,37,1492
25-02-2014,7,1818
23-05-2017,37,1417
17-03-2013,30,635
25-08-2014,17,1318
25-07-2014,15,1174
30-05-2016,9,1738
12-05-2017,46,3422
28-04-2013,34,2368
07-07-2013,16,1229
03-02-2017,45,4210
13-10-2016,53,930
02-02-2014,32,694
20-05-2016,31,1242
08-02-2017,18,1298
13-10-2016,24,1893
11-02-2013,50,2523
21-08-2014,15,1316
09-11-2015,20,1241
28-03-2014,3,3292
16-09-2014,13,901
21-08-2014,54,788
18-09-2016,6,2173
23-09-2013,13,876
08-01-2013,19,1013
18-01-2013,41,727
12-05-2016,27,1374
09-07-2016,50,2988
08-01-2017,26,593
16-06-2014,39,1403
30-10-2016,1,549
14-08-2015,15,1387
15-11-2014,44,5190
12-10-2013,47,4404
21-09-2014,51,1744
08-03-2017,32,637
19-03-2015,17,1199
04-03-2014,50,2721
29-10-2015,49,2363
15-01-2015,40,1300
01-07-2014,7,1850
21-10-2014,39,1374
09-01-2016,17,1598
03-07-2014,16,762
09-06-2015,34,2103
20-09-2015,43,1465
05-04-2016,7,1783
15-10-2014,9,2029
21-07-2014,3,3048
03-04-2017,4,1411
21-04-2013,38,2316
21-06-2016,30,735
08-06-2016,8,2688
14-03-2013,11,2076
04-04-2017,39,1482
22-12-2016,3,5204
17-06-2013,4,1402
16-07-2017,47,4462
28-06-2016,23,913
14-09-2015,11,2112
08-09-2015,38,1445
08-10-2015,10,819
10-09-2014,53,661
06-07-2017,16,695
05-12-2015,21,1470
10-05-2015,29,1322
14-11-2015,13,1124
26-04-2016,54,834
24-04-2015,31,1233
09-12-2016,36,1019
05-09-2013,12,1209
20-01-2017,42,1134
28-02-2014,41,1041
18-12-2014,27,1536
03-04-2016,40,1316
17-01-2015,6,2130
26-10-2014,37,1319
14-11-2015,27,1659
28-11-2015,2,1980
09-01-2016,31,1530
12-01-2014,6,2328
18-12-2013,18,1718
13-07-2015,48,2673
05-05-2017,8,2814
11-10-2016,29,1152
14-01-2015,23,1060
13-01-2016,25,734
23-02-2017,9,1892
07-05-2014,12,1191
24-05-2014,26,799
09-01-2014,30,743
24-08-2015,36,1051
12-03-2016,40,1365
13-03-2014,51,1574
15-03-2017,45,3479
03-01-2013,11,2675
01-12-2016,31,1505
05-11-2013,19,1155
12-04-2016,3,2891
03-07-2016,40,1344
09-03-2016,32,596
12-07-2016,53,1244
26-03-2016,5,1106
13-08-2015,16,732
24-02-2015,32,596
25-02-2014,50,2076
20-12-2015,42,1564
26-07-2017,46,2839
29-07-2017,25,1084
31-03-2013,27,1527
11-07-2013,41,684
18-04-2017,50,2322
19-03-2017,40,1102
19-05-2016,35,660
13-11-2014,53,594
03-05-2016,46,3055
03-06-2015,37,1651
09-09-2016,46,2929
13-12-2014,40,1490
01-05-2017,54,940
27-05-2017,12,1263
21-01-2014,12,1246
30-09-2016,39,1139
19-05-2016,31,1237
26-08-2016,16,698
15-05-2017,52,1896
08-10-2013,4,1263
26-05-2013,11,2472
04-09-2014,6,1657
05-12-2016,21,1079
01-10-2016,5,1358
31-12-2014,9,3055
25-02-2013,24,2345
17-03-2013,26,1120
25-04-2015,43,1344
16-09-2015,40,1297
17-08-2015,44,4004
18-06-2017,48,3763
14-05-2016,34,2228
09-03-2015,25,872
14-08-2014,47,3465
25-11-2016,22,692
15-07-2015,4,1407
09-04-2013,9,2077
14-08-2014,4,1332
24-12-2014,24,4091
07-03-2016,7,1834
07-11-2015,38,1950
03-11-2014,24,1820
17-05-2013,6,1600
11-02-2013,30,602
05-10-2015,12,1185
02-06-2016,17,1400
24-08-2014,49,2887
24-03-2015,17,1252
19-01-2014,38,2419
04-06-2015,18,1399
07-03-2016,11,2352
21-08-2014,1,1685
16-09-2014,26,534
06-12-2014,25,943
06-01-2016,1,1996
15-09-2015,37,1391
14-11-2016,51,1435
20-03-2017,50,2303
04-05-2017,43,1296
09-10-2013,1,1788
22-03-2014,12,1293
09-05-2016,43,1333
28-03-2017,25,836
11-07-2015,7,1703
16-10-2013,31,1022
15-07-2016,6,1785
07-03-2013,1,1751
24-09-2014,17,1182
15-04-2017,40,1312
15-12-2016,20,1361
07-01-2016,9,1949
08-12-2015,2,1923
07-03-2013,33,1029
20-04-2014,6,2230
19-02-2014,5,1355
06-04-2016,34,1982
28-07-2014,11,2204
17-04-2015,6,1663
28-08-2014,25,681
24-09-2016,41,1139
21-08-2014,18,1446
14-03-2016,4,1357
05-11-2016,20,1607
24-01-2014,41,850
11-03-2015,8,2974
19-04-2017,2,1803
05-07-2017,24,2279
06-09-2015,14,1218
19-04-2013,50,2339
03-08-2016,46,3178
21-02-2015,46,3947
02-06-2014,44,4244
22-07-2014,11,2334
22-09-2013,51,1721
02-03-2014,51,1472
11-06-2017,17,1863
06-03-2013,1,1929
17-02-2017,19,1057
04-07-2013,40,1092
20-09-2015,19,1207
24-04-2015,13,1058
29-12-2016,46,4508
21-07-2014,43,1298
24-06-2013,37,1459
02-08-2014,49,2979
14-11-2016,11,2018
24-12-2015,22,1286
02-09-2015,42,1076
31-03-2015,24,2389
25-01-2015,34,2160
08-07-2015,38,1618
25-07-2016,29,1113
14-03-2015,49,3345
28-09-2015,50,2027
09-04-2017,25,1068
06-05-2017,30,771
11-04-2013,23,1169
30-10-2014,8,2509
07-06-2013,40,967
20-06-2016,24,2169
09-07-2015,4,1460
27-12-2016,7,1746
23-04-2013,8,2593
27-01-2016,48,2233
07-10-2013,39,1399
30-09-2013,6,1549
08-12-2016,35,641
07-05-2016,33,1200
31-07-2016,10,810
10-07-2013,49,1943
12-09-2016,30,668
24-09-2015,43,1189
05-06-2017,35,652
28-04-2015,25,677
08-05-2017,36,1107
30-03-2017,9,1810
08-04-2016,48,2585
18-12-2015,34,2585
19-12-2015,5,1903
19-08-2013,13,908
12-01-2015,26,509
24-03-2014,46,3023
27-11-2015,49,3299
09-02-2013,19,1766
23-06-2016,10,721
19-04-2016,26,676
07-07-2016,31,1212
27-11-2015,54,760
10-01-2016,42,1275
03-05-2014,2,2064
16-03-2017,51,1428
31-05-2015,17,1757
14-06-2015,37,1283
20-09-2014,43,1229
22-09-2015,51,1369
29-04-2017,9,2297
23-06-2017,1,1843
17-10-2015,11,2455
13-02-2014,26,666
24-07-2016,45,4039
05-02-2017,17,1810
13-06-2014,32,563
14-05-2015,8,2458
02-01-2017,23,1003
31-08-2013,48,3894
05-10-2013,24,2507
18-07-2015,43,1436
29-02-2016,41,942
27-03-2017,8,2493
12-11-2014,5,1443
20-01-2013,38,2294
15-12-2013,44,6159
16-04-2017,15,990
24-02-2017,41,1090
18-12-2014,51,2379
03-12-2015,11,2415
03-08-2015,31,1520
24-05-2017,9,1695
25-10-2016,28,1117
14-02-2013,15,1586
25-03-2014,26,548
17-05-2014,27,1753
18-07-2015,29,1145
28-01-2017,36,1172
28-08-2014,30,744
03-10-2015,19,1937
10-01-2015,16,1003
10-08-2015,27,1899
16-05-2014,48,2732
08-04-2013,1,1824
08-05-2013,50,2397
05-02-2014,15,1231
27-06-2015,15,1293
26-06-2013,15,1339
15-11-2015,5,1256
03-11-2015,53,836
30-01-2016,1,1339
02-09-2013,13,1057
08-07-2016,28,944
19-01-2014,49,2826
14-03-2016,25,848
02-11-2014,28,1264
20-02-2013,31,1082
03-12-2014,48,2866
07-02-2013,33,1028
26-10-2015,22,797
07-03-2017,50,2249
20-10-2016,48,2253
22-07-2016,17,1292
20-05-2016,38,1435
06-01-2013,8,2748
03-10-2015,44,5491
13-02-2013,25,1239
08-08-2016,2,1765
05-03-2013,16,929
16-02-2017,54,662
25-06-2015,32,594
19-06-2015,25,842
26-11-2014,4,1455
09-01-2017,48,2695
23-05-2016,32,587
27-02-2013,44,3595
08-02-2016,30,556
06-10-2013,28,1234
16-04-2017,18,1211
26-07-2016,44,3532
17-07-2013,9,2112
07-04-2017,17,1374
03-02-2013,15,1010
08-01-2015,19,1071
13-08-2015,33,930
08-01-2014,45,3430
04-03-2016,46,3184
21-06-2016,14,1284
05-05-2015,47,3501
07-07-2017,32,560
31-07-2013,6,1766
28-01-2017,51,1625
03-08-2013,51,2266
21-12-2014,25,928
19-02-2014,17,1121
28-06-2017,16,677
13-07-2017,40,1255
23-03-2013,19,1914
01-05-2016,34,2195
19-06-2013,50,2136
14-02-2014,13,995
26-05-2016,13,784
29-03-2015,20,2342
24-08-2015,13,892
27-03-2017,39,1278
08-04-2013,46,2969
18-09-2015,13,893
30-01-2017,14,1292
19-03-2016,46,4226
16-02-2015,43,1193
01-04-2017,48,4541
14-09-2016,23,955
14-07-2015,26,473
08-06-2017,28,1083
05-08-2015,34,2011
17-02-2014,54,757
21-05-2017,19,1194
01-05-2014,47,5083
04-09-2013,51,1687
16-04-2017,2,1791
09-08-2014,17,1356
10-01-2017,30,747
13-08-2013,15,1375
13-07-2016,33,804
18-07-2017,4,1216
30-06-2013,11,2510
18-01-2013,43,1323
08-11-2016,44,3874
26-09-2016,26,405
19-09-2013,9,1972
17-11-2013,19,1251
05-10-2014,34,2542
07-10-2015,15,1406
28-09-2013,38,2328
17-08-2016,4,1424
27-05-2017,46,4081
02-03-2017,21,1083
15-08-2014,7,1883
18-05-2016,14,1171
31-01-2017,37,1429
12-04-2015,39,1686
13-06-2013,26,576
28-11-2014,10,773
22-06-2015,53,755
18-04-2015,53,953
11-01-2017,46,2991
03-12-2014,3,3210
19-11-2013,49,1926
23-03-2015,20,1350
26-02-2013,10,1035
04-06-2014,44,4301
17-05-2017,27,1614
29-05-2017,25,740
18-12-2015,46,4061
18-09-2013,31,919
30-01-2017,5,1119
15-11-2015,22,775
08-11-2016,9,2109
05-02-2017,44,5316
10-07-2014,49,2219
16-01-2017,19,1082
17-12-2014,17,1359
21-01-2016,17,1134
28-04-2014,18,1459
09-12-2016,12,1078
05-01-2015,50,2688
12-04-2016,29,1106
17-08-2013,44,4722
11-01-2015,49,3300
24-12-2013,54,1756
14-06-2016,1,1746
23-06-2014,17,1337
21-06-2016,3,2925
27-12-2014,40,1362
04-04-2015,25,2299
11-07-2016,4,1285
05-06-2013,9,2169
03-06-2014,11,2706
05-03-2017,47,4860
29-01-2015,40,1229
17-03-2014,17,1339
07-04-2014,33,1089
11-07-2017,23,969
27-05-2013,28,905
27-07-2016,14,1123
23-12-2014,5,3018
24-12-2016,45,6637
22-09-2013,30,702
08-03-2013,44,3998
27-07-2014,19,1063
26-02-2013,23,1097
20-04-2015,35,718
11-02-2017,32,636
19-01-2014,45,4471
20-01-2016,39,1218
15-12-2016,21,1073
09-01-2014,51,1563
30-06-2014,8,2823
24-07-2016,18,1164
18-12-2015,47,4961
22-06-2013,13,1237
06-03-2016,42,1220
12-05-2015,16,1010
17-03-2016,17,1295
27-04-2013,47,4355
17-02-2013,48,3400
30-09-2013,49,1849
08-05-2017,13,824
15-07-2016,12,1126
16-05-2013,30,721
13-08-2015,7,1615
09-11-2015,5,1372
03-09-2015,19,1191
05-01-2015,26,672
20-02-2013,18,1144
23-07-2013,18,1385
10-11-2014,5,1562
29-06-2016,19,1091
14-03-2015,46,4556
19-12-2015,13,1272
26-01-2013,30,751
09-07-2014,33,966
08-06-2015,26,546
14-07-2013,11,2365
31-07-2017,41,1118
26-01-2016,39,1283
25-11-2013,28,862
22-06-2017,50,2084
30-08-2016,38,1270
27-06-2015,6,1990
18-07-2016,45,3250
29-04-2015,44,4059
29-12-2016,32,715
12-04-2017,3,3047
07-08-2013,9,2151
24-07-2016,5,1189
14-03-2016,21,802
11-07-2016,36,1014
21-12-2013,14,2022
23-07-2013,10,1171
03-03-2017,7,2007
22-03-2014,8,3121
21-05-2015,5,1385
14-07-2013,8,2523
31-10-2015,25,1875
19-05-2016,23,921
06-10-2015,46,2898
04-03-2016,31,1444
01-02-2017,25,917
28-02-2013,33,1027
01-04-2016,12,1122
29-06-2013,5,1514
11-12-2015,38,1542
14-03-2016,18,1214
04-12-2015,6,1834
30-05-2013,39,1301
06-05-2016,51,2040
04-12-2015,40,1289
25-07-2015,9,2131
23-11-2013,44,5085
17-02-2017,46,3010
11-01-2017,40,1327
01-02-2013,11,2476
18-04-2015,40,1423
16-08-2016,8,2601
23-08-2015,38,1893
03-08-2016,23,1021
11-12-2013,24,2705
25-05-2014,13,943
19-02-2015,24,2339
26-12-2016,24,1971
02-02-2015,43,1406
12-05-2015,5,1438
04-10-2015,15,1189
04-11-2016,30,603
02-04-2013,18,1493
04-07-2016,49,2852
23-02-2017,37,1513
12-03-2014,10,907
06-04-2016,43,1155
19-08-2015,23,1032
18-09-2016,8,2745
22-12-2015,14,1866
28-11-2014,16,809
08-04-2014,36,1166
27-01-2015,26,439
14-07-2014,35,549
27-01-2015,16,791
11-03-2013,17,1262
27-03-2013,34,2391
03-10-2013,4,1340
01-04-2013,14,1742
27-03-2014,39,1304
09-02-2014,51,1779
31-03-2017,32,713
08-03-2015,49,3457
01-04-2017,20,2293
09-08-2013,33,995
03-02-2014,38,1732
04-11-2013,50,2250
18-03-2016,43,1245
07-08-2014,30,702
19-05-2016,2,1666
28-05-2017,20,2037
04-09-2016,3,3516
02-01-2014,49,2463
18-09-2015,1,1823
17-07-2013,5,1501
05-03-2013,32,674
03-05-2015,18,1282
20-05-2017,7,1887
13-04-2017,53,1139
06-11-2016,36,851
20-06-2013,39,1278
02-11-2014,41,1091
08-05-2017,27,1458
29-11-2016,47,3145
16-09-2013,12,1247
06-03-2015,11,2231
13-07-2017,37,1472
09-06-2013,1,510
31-12-2015,17,2012
20-06-2015,12,1397
18-07-2013,31,1075
05-03-2015,18,1281
21-07-2017,30,697
25-09-2014,30,713
11-08-2014,47,3597
23-03-2014,40,1076
09-09-2015,26,461
18-07-2017,48,2453
25-06-2016,44,4700
11-07-2014,50,2637
21-01-2017,38,2074
09-06-2016,25,577
25-05-2016,9,1551
27-07-2016,28,1017
03-07-2015,12,1220
11-06-2014,5,1448
29-08-2015,54,933
15-09-2013,39,1602
09-07-2017,19,1033
20-06-2014,28,879
19-11-2014,3,2887
09-03-2017,24,2163
03-04-2016,14,1198
22-07-2017,28,1308
17-11-2016,54,705
31-05-2013,4,1461
16-06-2016,26,593
17-12-2015,54,879
19-12-2016,54,930
17-08-2015,21,1442
31-07-2013,48,2764
18-10-2015,4,1684
21-11-2014,14,1248
16-01-2017,36,1109
11-05-2016,7,1928
24-04-2015,35,653
17-01-2016,44,5009
03-02-2016,40,1449
03-12-2016,39,1715
29-11-2013,25,821
08-04-2014,35,650
30-11-2016,5,1242
18-08-2016,39,1345
08-05-2015,23,1128
20-02-2017,51,1467
25-10-2013,9,1636
06-04-2016,39,1273
20-08-2015,24,2323
07-04-2014,40,1486
22-02-2015,23,978
21-11-2013,3,2660
15-06-2016,13,763
05-08-2014,10,1143
13-12-2013,16,690
23-04-2015,2,1835
27-12-2016,45,4244
13-01-2017,49,3301
04-05-2016,45,3343
10-11-2014,28,1008
01-05-2016,6,2162
13-10-2013,13,875
23-03-2015,5,1481
21-05-2013,39,1280
17-06-2017,9,2382
01-04-2017,3,4219
18-08-2014,34,2554
12-08-2015,5,1365
24-05-2017,41,994
30-12-2013,54,1161
10-11-2015,41,867
01-05-2015,28,1520
15-01-2014,38,1621
02-04-2014,9,2119
26-11-2016,53,1229
11-08-2013,25,805
18-08-2015,37,1479
24-07-2015,14,1226
18-06-2013,33,1161
05-07-2017,52,2129
11-03-2014,54,829
01-08-2016,51,1633
18-01-2013,14,1305
13-03-2013,32,615
19-02-2017,28,1536
28-01-2014,40,1354
24-08-2013,25,1037
11-03-2014,11,2385
15-01-2017,23,930
05-10-2015,27,1444
30-06-2013,1,482
09-03-2013,13,1285
08-12-2013,19,1418
03-06-2014,45,3422
06-03-2014,39,1545
19-07-2017,40,1288
08-02-2017,49,2953
12-12-2016,11,2223
25-07-2014,24,1816
14-06-2015,5,1412
16-01-2016,44,5207
02-11-2015,18,928
29-10-2014,13,843
21-08-2014,19,1115
10-06-2013,10,1139
08-02-2014,3,3499
26-01-2015,36,961
24-02-2017,24,2445
01-02-2016,27,1502
05-01-2015,5,1811
11-06-2017,27,1965
20-05-2016,37,1528
21-04-2013,34,2558
06-09-2015,11,3182
07-04-2013,32,772
15-06-2017,39,1290
13-03-2016,20,1935
07-06-2013,46,3221
23-09-2013,51,1565
30-01-2016,6,2147
25-08-2015,32,560
03-09-2013,6,1683
06-06-2016,49,2713
01-06-2013,45,4384
29-04-2015,35,617
28-05-2013,33,1176
24-01-2017,34,2088
27-09-2015,54,1095
07-09-2016,35,601
18-11-2016,50,2397
27-03-2015,32,602
03-06-2014,5,1519
22-11-2016,25,660
24-08-2016,8,2650
08-08-2014,34,2647
20-08-2016,33,967
25-05-2017,50,2313
06-02-2017,7,1820
22-05-2017,18,1327
29-05-2013,18,1302
19-11-2015,4,1303
14-06-2015,9,2322
29-11-2014,50,3380
09-06-2014,4,1426
15-10-2014,32,563
06-04-2014,31,1400
05-12-2014,15,1251
02-06-2017,50,2652
28-01-2016,41,860
18-06-2016,10,1020
16-09-2016,20,1188
01-12-2015,2,1915
21-11-2016,40,1455
09-12-2013,19,1245
30-10-2016,24,1662
29-12-2016,22,773
24-01-2016,42,1279
04-07-2014,19,1210
25-09-2014,18,1494
01-09-2015,44,4233
14-03-2017,9,1898
21-09-2013,19,1894
26-08-2014,33,1046
03-09-2013,36,970
20-05-2017,46,4464
23-08-2016,43,1102
15-12-2014,4,1651
05-05-2017,22,640
26-05-2016,26,467
30-08-2013,9,2017
09-10-2016,5,1099
17-06-2017,12,1326
08-06-2013,48,3604
25-04-2017,5,1056
31-12-2014,4,2776
30-03-2017,50,2071
25-05-2015,43,1328
21-10-2015,42,911
26-05-2013,3,3012
23-08-2013,54,767
18-10-2016,49,2453
03-07-2017,41,1177
10-04-2016,43,1206
28-11-2014,30,665
10-09-2013,41,829
01-08-2013,12,1328
15-11-2016,38,1273
07-09-2014,15,1255
22-10-2013,54,761
13-01-2013,45,4345
30-11-2016,42,1011
10-01-2014,8,2934
04-06-2013,26,770
28-02-2013,14,1479
29-09-2013,6,2307
19-04-2014,41,1132
25-08-2013,33,1178
31-10-2016,41,962
05-06-2017,43,1442
19-07-2014,9,2299
17-04-2017,34,2260
30-11-2013,17,1490
08-10-2016,48,3732
08-10-2015,53,820
17-04-2017,9,1975
31-10-2016,46,2806
01-12-2014,35,680
16-06-2014,17,1380
22-02-2015,17,1536
14-12-2014,34,2811
09-09-2016,12,1007
16-06-2016,37,1506
12-01-2016,15,1488
21-08-2013,4,1523
10-07-2015,10,894
19-10-2016,42,996
28-07-2016,5,1097
09-11-2016,2,1907
18-03-2015,4,1320
26-11-2014,46,2894
28-04-2016,16,621
27-07-2017,30,749
22-11-2015,28,1509
23-04-2015,36,1159
14-05-2017,54,1212
25-09-2016,9,1995
01-05-2015,10,956
30-01-2017,51,1429
24-11-2015,48,2352
08-05-2016,26,669
12-01-2013,10,1120
02-03-2014,46,4066
03-11-2016,40,1032
10-03-2017,7,2009
01-10-2013,17,1377
31-07-2015,19,1238
13-10-2015,38,1404
09-02-2014,23,962
17-04-2016,17,2087
09-10-2013,19,1180
12-03-2016,20,1847
14-05-2014,3,3043
14-12-2015,14,1508
07-04-2014,12,1328
21-06-2016,24,2112
23-05-2016,40,1508
08-10-2014,27,1274
16-11-2014,7,1633
23-10-2015,10,742
12-10-2013,14,1886
29-03-2017,47,3473
18-04-2015,14,1469
31-07-2014,48,2776
04-11-2015,48,2640
28-07-2017,18,1100
09-10-2015,54,847
03-07-2016,37,1192
18-04-2017,44,3550
24-03-2013,28,1192
03-04-2013,47,3563
25-07-2014,35,772
19-06-2017,42,1005
25-01-2013,12,1043
11-04-2013,32,684
10-07-2015,28,945
04-01-2017,28,1190
16-03-2017,19,980
14-05-2014,23,1058
15-11-2016,24,2146
29-11-2014,28,1331
23-02-2015,15,1518
10-01-2013,13,877
16-09-2016,33,805
10-04-2015,31,1320
10-03-2017,23,1029
10-09-2014,16,838
21-02-2013,5,1377
17-07-2014,13,826
26-03-2016,27,1652
14-02-2013,17,1309
05-01-2016,37,1508
06-09-2015,35,770
31-08-2016,4,1328
26-08-2016,6,1777
10-07-2013,28,884
03-01-2017,13,939
13-07-2015,54,861
11-10-2015,31,1485
01-04-2015,11,2457
27-11-2014,28,936
13-04-2015,37,1643
22-09-2014,1,1726
04-06-2014,45,3555
01-05-2014,5,1441
15-05-2013,34,2096
01-07-2017,43,1784
30-11-2013,35,765
19-05-2017,12,1182
17-11-2015,41,900
23-07-2017,16,782
11-11-2016,7,1920
26-10-2016,51,1452
11-04-2013,39,1279
24-09-2015,4,1332
23-01-2014,27,1102
23-07-2017,3,3453
10-07-2016,32,642
11-05-2017,31,1397
20-03-2014,5,1379
06-10-2014,30,678
27-06-2014,13,823
09-09-2015,8,2813
22-05-2017,15,1570
24-05-2015,49,3279
16-09-2015,3,3097
28-03-2016,2,1686
06-07-2015,23,1046
28-04-2016,27,1414
30-04-2014,3,3050
25-08-2013,48,3879
12-06-2013,5,1383
02-11-2016,46,4031
02-05-2014,51,1791
06-10-2015,5,1216
28-02-2013,45,2980
30-04-2017,29,1273
18-12-2015,49,4197
18-03-2013,38,1486
21-05-2013,33,1133
